South Pole                      0.00, -90.00,     2835,   -28,  -25,  -42,  -37,  -56,  -50,  -60,  -52,  -61,  -53,  -61,  -53,  -63,  -55,  -62,  -55,  -62,  -55,  -53,  -47,  -39,  -36,  -39,  -36,   558,   480,   217,     0,     0,     0,     0,     0,    60,   434,   600,   589
Jerusalem                      35.21,  31.77,      795,     4,   12,    5,   13,    6,   16,   10,   21,   12,   25,   15,   28,   17,   29,   17,   29,   16,   28,   14,   25,   10,   19,    6,   14,   172,   188,   223,   285,   334,   408,   405,   388,   339,   278,   214,   180
Luanda, Angola                 13.29,  -8.84,        6,    24,   30,   25,   31,   25,   31,   24,   30,   23,   29,   20,   26,   19,   24,   19,   24,   20,   25,   22,   27,   23,   28,   24,   29,   217,   203,   208,   192,   229,   207,   167,   149,   150,   167,   186,   202
Maun, Botswana                 23.42, -20.00,      927,    19,   32,   19,   31,   18,   31,   15,   31,   10,   28,    6,   25,    6,   25,    9,   29,   14,   32,   19,   35,   19,   34,   19,   32,   264,   209,   257,   279,   313,   300,   307,   332,   306,   298,   261,   245
Yaoundé, Cameroon              11.50,   3.85,      726,    20,   30,   20,   31,   20,   30,   20,   30,   20,   29,   20,   28,   20,   27,   19,   27,   19,   28,   19,   28,   20,   28,   20,   29,   172,   179,   170,   165,   166,   126,    96,    86,   102,   130,   167,   181	
Kinshasa, DR Congo             15.27,  -4.44,      240,    21,   31,   22,   31,   22,   32,   22,   32,   22,   31,   19,   29,   18,   27,   19,   29,   20,   31,   21,   31,   22,   31,   21,   30,   136,   141,   164,   153,   164,   144,   133,   155,   138,   149,   135,   127
Cairo, Egypt                   31.24,  30.04,       21,     9,   18,    9,   20,   11,   23,   14,   28,   17,   32,   20,   33,   22,   33,   20,   32,   20,   32,   18,   29,   12,   23,   10,   20,   210,   248,   263,   263,   315,   360,   353,   338,   315,   285,   248,   195
Addis Ababa, Ethiopia          38.76,   8.98,     2355,     7,   24,    9,   25,   11,   25,   11,   25,   11,   25,   11,   23,   11,   21,   11,   21,   11,   22,    9,   23,    7,   23,    7,   23,   270,   270,   240,   210,   240,   180,    90,    90,   150,   240,   270,   270
Libreville, Gabon               9.47,   0.42,        8,    24,   30,   24,   30,   24,   30,   23,   30,   24,   29,   23,   28,   22,   26,   22,   27,   23,   28,   23,   28,   23,   28,   23,   29,   175,   177,   177,   177,   160,   131,   119,    90,    96,   113,   135,   168
Kumasi, Ghana                  -1.62,   6.67,      250,    20,   32,   22,   34,   22,   33,   22,   32,   22,   31,   22,   30,   21,   28,   21,   28,   21,   29,   22,   30,   22,   31,   21,   31,   187,   187,   205,   204,   205,   146,   101,    77,   106,   161,   194,   178
Nairobi, Kenya                 36.82,  -1.29,     1660,    14,   25,   14,   26,   15,   26,   16,   24,   15,   23,   13,   22,   12,   21,   12,   22,   12,   24,   14,   25,   15,   23,   15,   23,   279,   285,   258,   204,   183,   159,   129,   123,   180,   219,   198,   249
Antananarivo, Madagascar       47.51, -18.88,     1276,    17,   27,   17,   27,   17,   27,   15,   26,   13,   24,   11,   21,   10,   21,   10,   22,   11,   24,   14,   26,   15,   27,   17,   27,   211,   178,   199,   221,   229,   206,   214,   235,   250,   251,   233,   201
Lilongwe, Malawi               33.77, -13.96,     1050,    18,   25,   18,   25,   17,   25,   16,   25,   13,   23,   10,   22,   10,   21,   11,   23,   14,   26,   17,   27,   19,   27,   18,   26,   136,   144,   171,   213,   264,   243,   242,   264,   294,   282,   234,   140
Port Louis, Mauritius          57.50, -20.16,       17,    24,   32,   24,   31,   24,   32,   23,   31,   22,   29,   20,   28,   19,   27,   19,   27,   19,   28,   20,   29,   22,   30,   23,   31,   248,   226,   217,   240,   248,   210,   217,   217,   240,   279,   270,   279
Casablanca, Morocco            -7.59,  33.57,       20,     9,   17,   10,   18,   12,   20,   13,   20,   16,   22,   19,   24,   21,   26,   21,   26,   20,   26,   17,   24,   13,   21,   11,   19,   190,   189,   241,   262,   294,   285,   303,   294,   258,   234,   191,   183
Marrakesh, Morocco             -7.98,  31.63,      466,     6,   18,    8,   20,    9,   22,   11,   24,   14,   28,   16,   31,   20,   37,   20,   37,   18,   33,   15,   28,   10,   22,    7,   19,   221,   209,   248,   255,   287,   315,   335,   316,   264,   245,   214,   221
Ouarzazate, Morocco            -6.94,  30.93,     1151,     2,   17,    5,   19,    7,   22,   10,   25,   14,   30,   18,   34,   21,   38,   21,   37,   17,   32,   12,   27,    7,   20,    2,   17,   252,   245,   297,   315,   333,   335,   318,   293,   266,   271,   243,   248
Maputo, Mozambique             32.61, -25.89,       47,    22,   30,   22,   30,   22,   29,   19,   28,   17,   26,   15,   25,   14,   24,   15,   25,   17,   26,   18,   27,   20,   27,   21,   29,   248,   226,   248,   240,   248,   240,   248,   248,   248,   217,   210,   217
Windhoek, Namibia              17.07, -22.56,     1700,    17,   30,   17,   29,   15,   27,   13,   26,    9,   23,    7,   20,    6,   21,    9,   23,   12,   27,   15,   29,   16,   30,   17,   31,   288,   254,   282,   273,   310,   309,   326,   341,   321,   319,   297,   285
Niamey, Niger                   2.13,  13.51,      207,    16,   33,   19,   36,   23,   39,   27,   41,   28,   40,   26,   37,   24,   34,   23,   33,   24,   34,   24,   38,   20,   36,   17,   33,   280,   264,   264,   251,   257,   251,   238,   203,   228,   285,   285,   276
Dakar, Senegal                -17.37,  14.76,       22,    18,   25,   18,   25,   19,   25,   19,   25,   21,   26,   24,   29,   25,   30,   25,   30,   25,   31,   25,   31,   23,   30,   21,   27,   245,   246,   276,   288,   291,   252,   233,   223,   219,   257,   249,   239
Cape Town, South Africa        18.42, -33.92,        7,    15,   26,   15,   26,   13,   25,   11,   23,    9,   19,    7,   17,    7,   16,    7,   16,    8,   18,   10,   21,   12,   23,   14,   24,   330,   315,   270,   210,   180,   180,   173,   195,   218,   270,   300,   330
Durban, South Africa           31.02, -29.86,        8,    21,   28,   21,   28,   20,   28,   17,   26,   14,   25,   11,   23,   11,   23,   13,   23,   15,   23,   17,   24,   18,   25,   20,   27,   184,   179,   202,   206,   224,   225,   230,   217,   173,   169,   166,   190
Johannesburg, South Africa     28.05, -26.20,     1753,    15,   26,   14,   25,   13,   24,   10,   21,    7,   19,    4,   16,    4,   17,    6,   19,    9,   23,   11,   24,   13,   24,   14,   25,   250,   225,   239,   237,   276,   267,   284,   284,   281,   270,   249,   264
Kimberley, South Africa        24.75, -28.73,     1184,    18,   33,   17,   31,   15,   29,   11,   25,    7,   21,    3,   18,    3,   19,    5,   21,    9,   26,   12,   28,   15,   30,   17,   32,   307,   261,   266,   262,   281,   264,   287,   299,   288,   305,   311,   331
Polokwane, South Africa        29.45, -23.90,     1310,    17,   28,   17,   28,   15,   27,   12,   24,    8,   22,    5,   20,    4,   20,    7,   22,   10,   25,   13,   26,   15,   27,   16,   27,   253,   221,   241,   232,   271,   261,   279,   281,   277,   265,   235,   254
Port Elizabeth, South Africa   25.52, -33.71,       63,    18,   25,   18,   25,   17,   25,   14,   23,   12,   22,    9,   20,    9,   20,   10,   20,   11,   20,   13,   21,   15,   22,   16,   24,   266,   223,   229,   221,   222,   208,   228,   232,   213,   236,   250,   279
Pretoria, South Africa         28.23, -25.75,     1332,    18,   29,   18,   28,   16,   27,   13,   25,    9,   23,    5,   19,    5,   20,    8,   24,   12,   28,   15,   29,   16,   29,   17,   28,   248,   240,   233,   263,   278,   278,   285,   300,   278,   270,   270,   270
Upington, South Africa         21.24, -28.40,      835,    20,   36,   20,   34,   18,   32,   13,   28,    8,   24,    5,   21,    4,   21,    6,   23,    9,   27,   13,   30,   16,   33,   19,   35,   353,   299,   298,   284,   291,   270,   290,   307,   300,   329,   345,   367
Juba, South Sudan              31.57,   4.86,      550,    20,   37,   22,   38,   24,   38,   23,   35,   23,   34,   22,   32,   21,   31,   21,   32,   21,   33,   21,   34,   21,   35,   20,   36,   279,   235,   211,   198,   208,   207,   183,   205,   228,   242,   237,   260
Khartoum, Sudan                32.56,  15.50,      380,    16,   31,   17,   33,   20,   37,   24,   40,   27,   42,   28,   41,   26,   39,   26,   38,   26,   39,   26,   39,   21,   35,   17,   32,   316,   297,   316,   318,   310,   279,   270,   273,   273,   307,   303,   319
Dar es Salaam, Tanzania        39.21,  -6.79,        4,    25,   31,   25,   31,   24,   31,   23,   30,   22,   29,   20,   29,   19,   28,   19,   28,   19,   28,   21,   29,   22,   30,   24,   31,   248,   196,   217,   150,   217,   210,   217,   279,   270,   279,   240,   248
Dodoma, Tanzania               35.75,  -6.16,     1135,    18,   29,   18,   27,   17,   28,   17,   28,   16,   27,   13,   28,   12,   26,   13,   27,   15,   28,   17,   30,   18,   31,   18,   30,   137,   107,   144,   150,   169,   175,   192,   219,   197,   211,   194,   127
Tunis, Tunisia                 10.18,  36.81,        4,     9,   16,    8,   17,   10,   20,   13,   22,   16,   27,   20,   31,   23,   34,   23,   34,   21,   30,   18,   27,   13,   22,   10,   18,   146,   165,   198,   225,   282,   309,   357,   329,   258,   217,   174,   149
Dakhla, Western Sahara        -15.93,  23.72,       11,    13,   22,   14,   23,   15,   23,   16,   23,   16,   24,   17,   25,   18,   26,   19,   27,   19,   27,   18,   27,   17,   25,   14,   22,   260,   237,   288,   279,   291,   276,   259,   250,   254,   255,   241,   227
Lusaka, Zambia                 28.32, -15.39,     1279,    18,   27,   17,   27,   16,   28,   14,   27,   11,   26,    8,   24,    7,   24,    9,   27,   13,   30,   16,   32,   17,   30,   18,   28,   177,   168,   220,   246,   276,   270,   295,   304,   291,   273,   234,   183
Harare, Zimbabwe               31.03, -17.83,     1490,    16,   26,   16,   26,   15,   26,   13,   26,    9,   24,    7,   22,    7,   22,    9,   24,   12,   28,   15,   29,   16,   28,   16,   26,   217,   190,   233,   249,   270,   264,   279,   301,   294,   285,   231,   198
Tirana, Albania                19.82,  41.33,      110,     2,   12,    3,   13,    5,   16,    8,   19,   12,   24,   16,   28,   17,   31,   17,   31,   14,   27,   10,   22,    6,   17,    3,   13,   124,   125,   165,   191,   263,   298,   354,   327,   264,   218,   127,    88
Vienna, Austria                16.37,  48.21,      151,    -1,    4,    0,    6,    4,   12,    8,   16,   13,   21,   15,   24,   17,   27,   18,   27,   14,   21,    9,   15,    4,    8,    1,    5,    70,   102,   143,   198,   239,   238,   263,   252,   182,   132,    67,    52
Minsk, Belarus                 27.56,  53.90,      281,    -7,   -2,   -7,   -1,   -3,    4,    3,   12,    8,   19,   12,   22,   14,   24,   13,   23,    8,   17,    4,   10,   -1,    3,   -6,   -1,    44,    66,   134,   181,   257,   273,   269,   242,   165,    97,    36,    27
Brussels, Belgium               4.35,  50.85,       20,     0,    5,    0,    6,    2,   10,    4,   13,    8,   19,   10,   21,   12,   23,   12,   22,   10,   20,    6,   14,    2,    8,    1,    6,    59,    77,   114,   159,   191,   188,   201,   190,   143,   113,    66,    45
Sofia, Bulgaria                23.32,  42.70,      650,    -4,    3,   -3,    6,    1,   11,    5,   16,   10,   21,   13,   25,   15,   27,   15,   28,   11,   23,    7,   17,    1,   10,   -2,    4,    88,   114,   160,   182,   230,   258,   302,   288,   220,   164,   106,    66
Zagreb, Croatia                15.98,  45.82,      158,    -3,    4,   -2,    7,    2,   12,    5,   16,   10,   22,   13,   25,   15,   27,   14,   26,   11,   22,    6,   16,    1,    9,   -2,    5,    56,    99,   143,   168,   229,   234,   276,   257,   189,   124,    63,    50
Prague, Czech                  14.44,  50.08,      200,    -4,    1,   -4,    3,    0,    8,    3,   14,    8,   19,   11,   22,   13,   24,   13,   24,    9,   19,    5,   13,    1,    6,   -3,    2,    50,    72,   125,   168,   214,   218,   226,   212,   161,   121,    54,    47
Copenhagen, Denmark            12.57,  55.68,        5,    -2,    1,   -2,    1,    0,    5,    1,    9,    7,   14,   10,   19,   11,   20,   11,   20,   10,   15,    6,   12,    2,    7,    0,    3,    30,    60,   113,   158,   240,   248,   233,   203,   158,    83,    30,    15
Helsinki, Finland              24.94,  60.17,       26,    -9,   -3,   -9,   -4,   -7,    0,   -1,    6,    4,   14,    9,   19,   13,   22,   12,   20,    8,   15,    3,    8,   -1,    3,   -5,   -1,    33,    67,   131,   184,   261,   294,   285,   243,   152,    74,    30,    17
Lyon, France                    4.84,  45.76,      256,     0,    6,    1,    8,    4,   15,    7,   18,   11,   22,   14,   25,   18,   28,   17,   27,   13,   23,    9,   17,    4,   11,    2,    7,    74,   101,   170,   191,   221,   254,   283,   253,   195,   130,    76,    55
Marseille, France               5.37,  43.30,       32,     5,   12,    5,   13,    7,   16,    9,   18,   13,   22,   16,   26,   19,   29,   19,   29,   16,   25,   12,   20,    8,   15,    6,   13,   150,   156,   215,   245,   293,   326,   366,   327,   254,   205,   156,   143
Montpellier, France             3.88,  43.61,       27,     3,   12,    3,   13,    6,   16,    9,   18,   13,   22,   16,   26,   19,   29,   19,   29,   15,   25,   12,   21,    7,   15,    4,   12,   143,   168,   221,   227,   264,   312,   340,   298,   242,   169,   149,   137
Nantes, France                  1.55,  47.22,       19,     3,    9,    3,   10,    5,   13,    6,   16,   10,   19,   13,   23,   14,   25,   14,   25,   12,   22,    9,   18,    6,   12,    3,    9,    73,    97,   141,   170,   189,   207,   214,   227,   194,   118,    86,    76
Nice, France                    7.26,  43.71,       28,     5,   13,    6,   13,    8,   15,   10,   17,   14,   21,   18,   24,   20,   27,   21,   28,   17,   25,   14,   21,    9,   17,    6,   14,   158,   171,   217,   224,   267,   306,   348,   316,   242,   187,   149,   139
Paris, France                   2.35,  48.86,       30,     2,    8,    2,    9,    5,   12,    7,   15,   10,   20,   13,   22,   15,   24,   15,   24,   12,   21,    9,   16,    5,   10,    3,    8,    60,    90,   150,   195,   225,   240,   233,   210,   180,   120,    60,    45
Perpignan, France               2.89,  42.69,       30,     4,   12,    5,   13,    7,   16,    9,   18,   13,   22,   17,   26,   19,   29,   19,   29,   16,   25,   13,   21,    8,   16,    5,   13,   141,   161,   210,   218,   236,   269,   298,   267,   222,   168,   149,   126
Toulouse, France                1.44,  43.60,      150,     2,   10,    3,   11,    5,   15,    7,   17,   11,   21,   14,   25,   17,   28,   17,   28,   13,   25,   11,   20,    6,   13,    3,   10,    93,   115,   175,   186,   209,   228,   253,   239,   204,   149,    96,    85
Tbilisi, Georgia               44.83,  41.72,      575,    -1,    7,    0,    8,    3,   13,    8,   19,   12,   23,   17,   28,   20,   31,   20,   31,   15,   26,   10,   20,    5,   13,    1,    8,    99,   102,   142,   171,   213,   249,   256,   248,   206,   164,   103,    93
Berlin, Germany                13.41,  52.52,       36,    -2,    1,   -2,    3,    0,    7,    3,   12,    8,   18,   10,   20,   11,   22,   11,   21,    9,   18,    5,   12,    2,    7,   -1,    3,    45,    68,   135,   173,   225,   240,   233,   218,   180,   105,    45,    30
Bremen, Germany                 8.80,  53.08,       12,    -1,    4,   -1,    5,    1,    9,    3,   13,    7,   18,   10,   20,   12,   22,   12,   23,    9,   18,    6,   14,    2,    8,    0,    5,    47,    71,   107,   170,   214,   193,   205,   193,   143,   108,    54,    40
Cologne, Germany                6.96,  50.94,       37,    -1,    5,   -1,    7,    2,   11,    4,   15,    8,   19,   11,   22,   13,   24,   13,   24,   10,   20,    7,   15,    3,   10,    0,    6,    54,    79,   120,   167,   193,   194,   210,   194,   142,   109,    61,    45
Dresden, Germany               13.74,  51.05,      113,    -2,    3,   -2,    4,    1,    8,    4,   14,    9,   19,   12,   22,   14,   24,   14,   24,   10,   19,    7,   14,    2,    7,   -1,    4,    62,    78,   118,   171,   219,   202,   223,   213,   152,   122,    65,    55
Essen, Germany                  7.01,  51.46,      116,     0,    5,    0,    6,    3,    9,    5,   13,    9,   18,   12,   20,   14,   22,   14,   22,   11,   18,    8,   14,    4,    8,    2,    6,    43,    78,   102,   147,   192,   183,   186,   183,   135,   112,    57,    40
Frankfurt, Germany              8.68,  50.11,      112,    -1,    4,   -1,    6,    2,   11,    5,   15,    9,   20,   12,   23,   14,   26,   14,   25,   11,   20,    7,   15,    3,    8,    0,    5,    50,    80,   121,   178,   211,   219,   233,   219,   156,   103,    51,    41
Hamburg, Germany                9.99,  53.55,       22,    -1,    4,   -1,    4,    1,    8,    3,   12,    7,   18,   11,   20,   13,   22,   13,   22,   10,   18,    6,   13,    2,    8,    0,    5,    47,    69,   109,   172,   223,   199,   218,   203,   145,   108,    53,    37
Hanover, Germany                9.73,  52.38,       55,    -1,    4,   -1,    5,    1,    9,    4,   14,    8,   19,   11,   21,   13,   24,   13,   23,   10,   19,    6,   14,    3,    8,    0,    5,    50,    71,   108,   166,   216,   205,   213,   200,   144,   107,    53,    39
Leipzig, Germany               12.37,  51.34,      135,    -2,    3,   -2,    4,    1,    9,    4,   14,    9,   19,   12,   22,   14,   25,   14,   24,   10,   19,    6,   14,    2,    8,   -1,    4,    63,    78,   125,   182,   227,   225,   229,   213,   161,   123,    62,    51
Munich, Germany                11.58,  48.14,      520,    -3,    4,   -2,    5,    2,   10,    5,   14,    9,   19,   13,   22,   15,   24,   14,   24,   11,   19,    7,   14,    2,    8,   -1,    4,    79,    96,   133,   170,   209,   210,   238,   220,   163,   125,    75,    59
Nuremberg, Germany             11.08,  49.45,      302,    -3,    3,   -3,    4,    0,    9,    3,   16,    8,   21,   12,   24,   13,   27,   13,   26,    9,   19,    5,   14,    1,    7,   -2,    4,    58,    87,   117,   175,   216,   218,   235,   220,   161,   114,    57,    43
Stuttgart, Germany              9.18,  48.78,      245,    -3,    4,   -3,    5,    1,   10,    4,   14,    8,   19,   11,   24,   13,   26,   13,   26,    9,   20,    5,   14,    1,    8,   -2,    4,    80,    96,   138,   177,   217,   217,   232,   224,   169,   123,    74,    60
Athens, Greece                 23.73,  37.98,       45,     7,   13,    7,   14,    8,   16,   12,   20,   15,   25,   20,   30,   23,   33,   22,   32,   19,   29,   15,   23,   11,   19,    8,   15,   117,   155,   173,   229,   268,   322,   357,   346,   283,   202,   144,   115
Thessaloniki, Greece           22.94,  40.64,       50,     1,    9,    2,   11,    5,   14,    8,   19,   12,   25,   16,   29,   19,   32,   18,   31,   15,   27,   11,   21,    7,   15,    3,   11,    99,   103,   147,   203,   253,   296,   326,   296,   230,   166,   118,   103
Budapest, Hungary              19.04,  47.50,      200,    -2,    3,    0,    6,    4,   11,    8,   16,   12,   22,   15,   25,   17,   27,   17,   27,   13,   22,    8,   15,    3,    8,    0,    4,    62,    93,   137,   177,   234,   250,   271,   255,   187,   141,    69,    52
Reykjavík, Iceland            -21.82,  64.13,       53,    -3,    2,   -2,    3,   -2,    3,    0,    6,    4,    9,    7,   12,    8,   13,    8,   13,    5,   10,    2,    7,   -1,    3,   -3,    2,    27,    52,   111,   140,   192,   161,   171,   155,   125,    83,    39,    12
Dublin, Ireland                -6.26,  53.35,        4,     3,    8,    3,    8,    3,   10,    4,   11,    7,   14,   10,   17,   11,   19,   11,   19,   10,   17,    8,   14,    4,   10,    3,    8,    59,    75,   109,   160,   195,   179,   164,   157,   129,   103,    71,    53
Bologna, Italy                 11.34,  44.49,       54,    -1,    6,    1,    9,    4,   14,    7,   18,   12,   23,   16,   27,   19,   30,   18,   30,   15,   25,   10,   19,    4,   11,    0,    7,    78,    96,   152,   174,   229,   255,   291,   260,   201,   149,    81,    74
Catania, Italy                 15.08,  37.51,        7,     5,   16,    5,   16,    7,   18,    9,   21,   13,   25,   17,   29,   19,   32,   20,   33,   18,   29,   14,   25,   10,   21,    7,   17,   155,   155,   183,   210,   273,   303,   344,   319,   247,   192,   180,   152
Milan, Italy                    9.19,  45.47,      120,    -1,    6,    0,    9,    4,   14,    7,   17,   12,   22,   15,   26,   18,   29,   18,   29,   14,   24,    9,   18,    4,   11,    0,    6,    59,    96,   152,   177,   211,   243,   285,   251,   186,   130,    66,    59
Rome, Italy                    12.50,  41.90,       15,     3,   12,    4,   13,    6,   15,    8,   17,   12,   22,   15,   25,   19,   28,   19,   28,   16,   26,   13,   22,    7,   17,    6,   13,   128,   143,   195,   210,   255,   285,   323,   300,   240,   195,   120,    98
Skopje, Macedonia              21.43,  42.00,      240,    -4,    5,   -2,    8,    2,   14,    5,   19,   10,   24,   14,   29,   16,   31,   16,   32,   12,   27,    7,   20,    2,   12,   -2,    6,    87,   113,   161,   198,   245,   276,   323,   305,   248,   188,   115,    80
Valletta, Malta                14.51,  35.90,       56,     9,   15,    9,   16,   10,   17,   12,   19,   15,   23,   18,   28,   21,   31,   22,   31,   20,   28,   17,   24,   14,   20,   11,   17,   169,   178,   227,   253,   309,   336,   376,   352,   270,   223,   195,   161
Amsterdam, Netherlands          4.90,  52.37,       -2,    -1,    4,   -1,    5,    1,   10,    4,   13,    8,   18,   11,   21,   13,   22,   13,   22,   10,   19,    7,   14,    3,    9,    1,    5,    63,    88,   126,   183,   222,   206,   217,   197,   139,   109,    62,    51
Oslo, Norway                   10.75,  59.91,       23,    -5,    0,   -5,    1,   -2,    4,    2,   10,    7,   17,   11,   20,   13,   22,   12,   21,    8,   16,    4,    9,   -1,    4,   -5,    0,    40,    76,   126,   178,   220,   250,   246,   216,   144,    86,    51,    35
Warszawa, Poland               21.01,  52.23,      106,    -4,    0,   -4,    2,   -1,    7,    4,   15,    9,   20,   12,   23,   15,   25,   14,   25,   10,   19,    5,   13,    2,    7,   -2,    2,    34,    55,   129,   183,   240,   250,   258,   245,   179,   110,    45,    29
Poznan, Poland                 16.93,  52.41,      102,    -3,    1,   -2,    3,    0,    8,    4,   15,    9,   20,   12,   23,   15,   25,   14,   25,   10,   19,    6,   13,    3,    8,   -1,    3,    40,    68,   124,   216,   258,   258,   255,   253,   170,   113,    55,    32
Katowice, Poland               19.02,  50.26,      284,    -4,    1,   -4,    3,   -1,    8,    4,   15,    8,   19,   12,   22,   14,   25,   13,   24,    9,   19,    5,   14,    2,    8,   -2,    2,    47,    68,   117,   176,   239,   240,   230,   233,   163,   114,    53,    44
Szczecin, Poland               14.55,  53.43,       75,    -2,    2,   -1,    4,    1,    8,    4,   15,    8,   19,   11,   22,   14,   24,   14,   24,   10,   19,    6,   14,    3,    8,    0,    4,    39,    66,   118,   201,   239,   239,   239,   221,   158,   101,    47,    27
Wroclaw, Poland                17.04,  51.11,      124,    -3,    2,   -2,    4,    0,    9,    4,   15,    9,   20,   12,   23,   14,   25,   14,   25,    9,   20,    5,   14,    2,    9,   -2,    4,    53,    76,   129,   207,   249,   250,   254,   252,   168,   118,    68,    50
Bialystok, Poland              23.17,  53.13,      151,    -5,   -1,   -5,    0,   -2,    6,    2,   14,    7,   19,   10,   22,   13,   25,   12,   24,    8,   18,    4,   12,    1,    6,   -3,    1,    36,    58,   125,   191,   253,   255,   258,   251,   161,   106,    38,    27
Rzeszow, Poland                22.00,  50.04,      201,    -4,    0,   -4,    2,   -1,    8,    4,   15,    9,   20,   12,   23,   14,   26,   13,   25,    9,   19,    5,   13,    2,    8,   -2,    2,    51,    69,   121,   188,   233,   230,   242,   240,   166,   118,    46,    32
Lisbon, Portugal               -9.14,  38.72,       45,     8,   15,    9,   16,   11,   19,   12,   20,   14,   22,   17,   26,   18,   28,   19,   28,   18,   27,   15,   23,   12,   18,    9,   15,   144,   151,   208,   235,   291,   302,   352,   343,   261,   213,   157,   142
Porto, Portugal                -8.63,  41.16,      104,     5,   14,    6,   15,    8,   17,    9,   18,   12,   20,   15,   24,   16,   25,   16,   26,   15,   24,   12,   21,    9,   17,    7,   14,   124,   130,   192,   216,   257,   273,   307,   295,   225,   183,   138,   124
Bucharest, Romania             26.10,  44.43,       73,    -5,    3,   -4,    6,    0,   11,    5,   18,   10,   24,   14,   28,   15,   30,   15,   30,   11,   25,    5,   18,    1,   10,   -3,    4,    71,    85,   138,   185,   246,   266,   289,   281,   224,   177,    88,    63
Moscow, Russia                 37.62,  55.76,      167,   -14,   -7,  -14,   -6,   -9,    0,    0,    9,    6,   17,   10,   22,   13,   24,   11,   22,    6,   16,    1,    8,   -5,    0,  -10,   -5,    30,    68,   120,   180,   248,   270,   263,   218,   150,    75,    30,    23
St. Petersburg, Russia         30.34,  59.93,       17,    -9,   -2,   -9,   -2,   -5,    1,    0,    8,    6,   16,   11,   20,   13,   22,   12,   20,    7,   14,    2,    8,   -2,    2,   -7,   -2,    22,    54,   124,   180,   260,   276,   267,   214,   129,    71,    24,    12
Vladivostok, Russia           131.89,  43.12,       40,   -15,   -8,  -12,   -4,   -5,    2,    2,   10,    7,   15,   11,   18,   16,   21,   18,   23,   13,   20,    6,   13,   -4,    3,  -12,   -5,   178,   184,   216,   192,   199,   130,   122,   149,   197,   205,   168,   156
Belgrade, Serbia               20.45,  44.79,      117,    -1,    5,    0,    7,    4,   12,    8,   18,   13,   24,   16,   26,   18,   29,   18,   29,   14,   24,    9,   18,    4,   11,    0,    6,    72,   102,   153,   188,   242,   261,   291,   274,   204,   163,    97,    65
Kragujevac, Serbia             20.91,  44.01,      173,    -3,    5,   -2,    7,    2,   13,    6,   18,   11,   23,   14,   26,   15,   29,   15,   29,   11,   24,    7,   19,    3,   12,   -1,    6,    72,    95,   145,   180,   235,   257,   294,   276,   201,   152,    94,    64
Ljubljana, Slovenia            14.51,  46.06,      295,    -3,    3,   -2,    6,    2,   11,    6,   16,   10,   21,   14,   25,   16,   27,   15,   27,   12,   22,    8,   16,    3,    9,   -1,    4,    71,   114,   149,   178,   235,   246,   293,   264,   183,   120,    66,    56
Barcelona, Spain                2.17,  41.39,       12,     9,   15,    9,   16,   11,   17,   13,   19,   16,   23,   20,   26,   23,   29,   23,   29,   20,   26,   17,   23,   12,   18,   10,   15,   149,   163,   200,   220,   244,   262,   310,   282,   219,   180,   146,   138
Bilbao, Spain                  -2.94,  43.26,       19,     5,   13,    5,   14,    6,   17,    8,   18,   11,   21,   13,   23,   15,   25,   16,   26,   14,   25,   11,   21,    8,   17,    6,   14,    85,    97,   132,   138,   169,   181,   186,   179,   160,   127,    88,    78
Madrid, Spain                  -3.70,  40.42,      638,     3,   10,    4,   13,    5,   15,    7,   17,    9,   21,   14,   28,   17,   31,   17,   31,   14,   27,   11,   20,    5,   14,    4,   10,   150,   195,   210,   255,   285,   330,   375,   345,   255,   195,   143,   128
Málaga, Spain                  -4.42,  36.72,       11,     7,   17,    8,   18,   10,   20,   11,   21,   14,   24,   18,   28,   21,   31,   21,   31,   19,   28,   15,   24,   11,   20,    9,   18,   171,   168,   214,   220,   294,   316,   348,   323,   251,   213,   170,   164
Murcia, Spain                  -1.13,  37.99,       43,     5,   17,    6,   18,    8,   21,   10,   23,   13,   27,   17,   31,   20,   34,   21,   34,   18,   30,   14,   26,    9,   20,    6,   17,   189,   190,   223,   256,   289,   323,   353,   317,   239,   217,   186,   172
Seville, Spain                 -5.98,  37.39,        7,     6,   16,    7,   18,    9,   22,   11,   23,   14,   27,   18,   32,   20,   36,   20,   36,   18,   32,   14,   26,   10,   20,    7,   17,   183,   189,   220,   238,   293,   317,   354,   328,   244,   217,   181,   154
València, Spain                -0.38,  39.47,       15,     7,   16,    8,   17,   10,   19,   12,   21,   15,   23,   19,   27,   22,   30,   22,   30,   19,   28,   15,   24,   11,   20,    8,   17,   171,   171,   215,   234,   259,   276,   315,   288,   235,   202,   167,   155
Zaragoza, Spain                -0.89,  41.65,      243,     3,   11,    3,   13,    6,   17,    8,   20,   12,   24,   16,   29,   18,   32,   18,   32,   15,   27,   11,   21,    6,   15,    3,   11,   131,   165,   217,   226,   275,   307,   348,   315,   243,   195,   148,   124
Stockholm, Sweden              18.07,  59.33,       20,    -5,   -1,   -5,   -1,   -3,    3,    1,    9,    6,   16,   11,   21,   13,   22,   13,   20,    9,   15,    5,   10,    1,    5,   -3,    1,    40,    81,   146,   208,   283,   318,   285,   240,   174,   100,    41,    25
